Time,Engine rpm,Coolant temp,Engine Condition
0.0,800.0,90.0,0.0
1.0,800.0,90.0,0.0
2.0,800.0,90.03316281265431,0.0
3.0,800.0,90.04945891066662,0.0
4.0,800.0,90.0,0.0
5.0,802.8914502550748,90.0,0.0
6.0,832.9398680108249,90.0,0.0
7.0,860.3610469205244,90.0,0.0
8.0,877.8302310644922,90.0,0.0
9.0,900.865121186054,90.00560077789463,0.0
10.0,919.344831856468,90.0,0.0
11.0,902.81512550735,90.0,0.0
12.0,887.8380032884947,90.0,0.0
13.0,872.5558007875148,90.0,0.0
14.0,862.7950436937338,90.0,0.0
15.0,832.403687818615,90.0,0.0
16.0,828.7287517346923,90.0,0.0
17.0,840.9037132258189,90.0,0.0
18.0,853.6954549131663,90.0,0.0
19.0,878.7892268676068,90.0,0.0
20.0,897.5833829520064,90.0,0.0
21.0,913.1510731394848,90.0,0.0
22.0,916.877265074062,90.0,0.0
23.0,939.4532468862571,90.0,0.0
24.0,943.8103618086652,90.0,0.0
25.0,964.989297612,90.0,0.0
26.0,980.6152156030136,90.0,0.0
27.0,989.4796603790307,90.0,0.0
28.0,1014.1231108731204,90.0,0.0
29.0,1037.65545033708,90.0,0.0
30.0,1038.1912673919844,90.0,0.0
31.0,1045.0408139031883,90.0,0.0
32.0,1063.905969157737,90.0,0.0
33.0,1083.6187441632242,90.00071748166047,0.0
34.0,1105.4962370934647,90.0,0.0
35.0,1121.412786468038,90.0,0.0
36.0,1115.2555144097742,90.0,0.0
37.0,1130.2566013682235,90.0,0.0
38.0,1151.611603179614,90.0,0.0
39.0,1195.4954317446864,90.0,0.0
40.0,1220.8960726839937,90.0,0.0
41.0,1256.5265065480507,90.0,0.0
42.0,1279.339227422052,90.0,0.0
43.0,1292.5764559058848,90.00473390817056,0.0
44.0,1317.7113111015726,90.0,0.0
45.0,1334.175689403925,90.0,0.0
46.0,1354.408428743364,90.01704937358178,0.0
47.0,1369.195508984778,90.05382833034889,0.0
48.0,1415.3391341899817,90.05897352025757,0.0
49.0,1417.5138049802072,90.08832719295076,0.0
50.0,1417.4971039730012,90.09712681604742,0.0
51.0,1423.347749132774,90.07053067095907,0.0
52.0,1421.078190813113,90.07322297968628,0.0
53.0,1419.7611790851845,90.09878198721456,0.0
54.0,1410.2001232573834,90.13169995669828,0.0
55.0,1408.1337211784426,90.15458184272302,0.0
56.0,1381.2527280507006,90.16945147471884,0.0
57.0,1359.8744085188164,90.10075506022396,0.0
58.0,1349.0865277932692,90.05962805988376,0.0
59.0,1338.684441376627,90.08107515303936,0.0
60.0,1336.1852774741294,90.08552358716469,0.0
61.0,1333.1999218342485,90.05596785383226,0.0
62.0,1319.7626533244684,90.0854792215802,0.0
63.0,1336.9165645179287,90.20760478753378,0.0
64.0,1349.880196302918,90.32982280475672,0.0
65.0,1334.9473184684718,90.45710125263176,0.0
66.0,1323.213085796887,90.59851708038936,0.0
67.0,1304.2191453108132,90.75441682490984,0.0
68.0,1290.7485004467949,90.93866692059812,0.0
69.0,1284.2237057724342,91.06155607284012,0.0
70.0,1280.8618758200682,91.13700935341296,0.0
71.0,1311.8409347126965,91.20161599512298,0.0
72.0,1348.4445780722217,91.25852796784308,0.0
73.0,1375.8773118941133,91.24776563426671,0.0
74.0,1379.007239312694,91.2210282027692,0.0
75.0,1373.68058405567,91.15331271046011,0.0
76.0,1387.5506359022645,91.09068998092944,0.0
77.0,1414.8994971944785,91.0516413451179,0.0
78.0,1437.213616584988,90.98660137952568,0.0
79.0,1446.5262867167694,90.9492252350516,0.0
80.0,1454.0697200719303,90.88115912834918,0.0
81.0,1471.013407588484,90.76232535088248,0.0
82.0,1485.0297106942471,90.68039947867916,0.0
83.0,1484.846269041494,90.59978373450804,0.0
84.0,1478.1721214166762,90.4950432241429,0.0
85.0,1477.08567212377,90.32883036412152,0.0
86.0,1462.9252351147177,90.1515477333828,0.0
87.0,1449.3308978608816,90.0,0.0
88.0,1415.0559712671836,90.0,0.0
89.0,1405.3167497094385,90.0,0.0
90.0,1420.1935045085102,90.0,0.0
91.0,1430.033742670371,90.0,0.0
92.0,1442.6389292885567,90.0,0.0
93.0,1469.4262751765807,90.0,0.0
94.0,1503.9134888941064,90.0,0.0
95.0,1530.2761691506878,90.0,0.0
96.0,1544.932456590334,90.0,0.0
97.0,1560.868034543453,90.0,0.0
98.0,1542.7387125461764,90.0,0.0
99.0,1529.5015253307745,90.0,0.0
100.0,1539.7926564606933,90.0,0.0
101.0,1539.7315155542865,90.0,0.0
102.0,1510.8369047733815,90.0,0.0
103.0,1474.944304619024,90.0,0.0
104.0,1450.4487261710603,90.0,0.0
105.0,1438.3549516429775,90.0,0.0
106.0,1452.3510812435445,90.0,0.0
107.0,1446.805137489364,90.0,0.0
108.0,1448.7319603713,90.0,0.0
109.0,1440.972101938916,90.0,0.0
110.0,1450.023585742502,90.00640030794247,0.0
111.0,1451.839215754757,90.0,0.0
112.0,1463.0919621049393,90.00681309443758,0.0
113.0,1467.458812131567,90.0,0.0
114.0,1476.8604894790412,90.0,0.0
115.0,1497.1130484019736,90.0,0.0
116.0,1506.5340199373838,90.0,0.0
117.0,1499.5563696282088,90.0824414148302,0.0
118.0,1489.2865168112307,90.10415470359204,0.0
119.0,1483.6720047296071,90.11893179727905,0.0
120.0,1492.7694284979268,90.124572193594,0.0
121.0,1475.3537930901718,90.10795991397816,0.0
122.0,1499.9302370907474,90.15835998005468,0.0
123.0,1520.266162012965,90.23041083196487,0.0
124.0,1522.5518302760154,90.32082023209644,0.0
125.0,1534.8711775919046,90.30937227887328,0.0
126.0,1525.8253295688996,90.2671827736357,0.0
127.0,1507.2751622433072,90.2539316915599,0.0
128.0,1504.4861187576869,90.16546395581526,0.0
129.0,1498.1799072339988,90.08044673679464,0.0
130.0,1483.571862832756,90.07578819259302,0.0
131.0,1485.8619976881002,90.08565309147872,0.0
132.0,1490.7075423264355,90.09682526303384,0.0
133.0,1512.6309688891383,90.15030961428874,0.0
134.0,1520.1871106280382,90.18394957396735,0.0
135.0,1540.7531629328143,90.21584446174342,0.0
136.0,1567.5623931700454,90.28986143961048,0.0
137.0,1588.870612834268,90.41539053433598,0.0
138.0,1595.2648367071931,90.53088101926804,0.0
139.0,1602.5191101437777,90.70315358179364,0.0
140.0,1587.546379371271,90.81360422296105,0.0
141.0,1568.2265232421066,90.84164027303169,0.0
142.0,1558.7932894344108,90.82966283308888,0.0
143.0,1539.4133913502867,90.8032520953323,0.0
144.0,1505.704530085738,90.8236870269165,0.0
145.0,1465.2537938107814,90.8272804160917,0.0
146.0,1432.988385105555,90.88702969951076,0.0
147.0,1408.637532175759,90.92734429907148,0.0
148.0,1371.764343176565,90.92628456411812,0.0
149.0,1350.0077233315185,90.92453311278886,0.0
150.0,1348.8615485644325,90.97605191876524,0.0
151.0,1349.4979299105155,90.96713598768233,0.0
152.0,1360.3606119636331,90.97569555023844,0.0
153.0,1358.8105658416086,90.99486281919006,0.0
154.0,1359.6260099802332,90.9476945278242,0.0
155.0,1367.960390090238,90.89607746787426,0.0
156.0,1361.7061869986323,90.88174828786089,0.0
157.0,1361.2312200694455,90.86961475515768,0.0
158.0,1373.384443070595,90.8135110971142,0.0
159.0,1368.8773447816684,90.77779816994754,0.0
160.0,1359.5178254292923,90.79032558785136,0.0
161.0,1327.4626991059542,90.79630047832642,0.0
162.0,1295.124705817852,90.80753302917104,0.0
163.0,1281.914323789895,90.7199541701346,0.0
164.0,1270.0260526384282,90.63358145669687,0.0
165.0,1248.571966070018,90.55905863974068,0.0
166.0,1233.729278316196,90.54563578489888,0.0
167.0,1233.4609473736346,90.46189350754752,0.0
168.0,1256.9659601532462,90.44766069299844,0.0
169.0,1291.6017208825965,90.45825929539308,0.0
170.0,1321.3982323978803,90.45644068880536,0.0
171.0,1344.1021575759762,90.46647868001212,0.0
172.0,1352.5466337187834,90.46559231569071,0.0
173.0,1328.589914100639,90.45395476436342,0.0
174.0,1305.547431536099,90.44071886552256,0.0
175.0,1299.2230255262716,90.41444553680893,0.0
176.0,1284.1535748900287,90.3398613911251,0.0
177.0,1264.6012557162758,90.29169818259513,0.0
178.0,1260.3735403546273,90.25597536803085,0.0
179.0,1248.4655248159092,90.19675322353422,0.0
180.0,1244.1951184855325,90.08743589890592,0.0
181.0,1244.6767501585234,90.0,0.0
182.0,1255.2370019769007,90.0,0.0
183.0,1255.8367646345307,90.0,0.0
184.0,1262.7237390256907,90.0,0.0
185.0,1266.7375969471698,90.0,0.0
186.0,1286.1924152503063,90.0,0.0
187.0,1308.5760762810555,90.0,0.0
188.0,1338.7433798881016,90.0,0.0
189.0,1361.864412103568,90.0,0.0
190.0,1389.3978836854449,90.0,0.0
191.0,1405.4087457583234,90.0,0.0
192.0,1423.0949172570397,90.0,0.0
193.0,1406.3567239525496,90.00434168627415,0.0
194.0,1399.485060534082,90.02778258167316,0.0
195.0,1397.402940482153,90.08639927733417,0.0
196.0,1369.7646665894642,90.12467563816227,0.0
197.0,1326.2993535042574,90.1336862256176,0.0
198.0,1301.3091938234843,90.11701493693248,0.0
199.0,1291.490312616745,90.14788150956628,0.0
200.0,1297.8262804711335,90.1958657452739,0.0
201.0,1305.2042122256637,90.23193224111154,0.0
202.0,1295.350490183327,90.26874900303817,0.0
203.0,1264.1325805125043,90.39802806461717,0.0
204.0,1258.0479046750297,90.53731084518785,0.0
205.0,1271.1325103882623,90.55653697774044,0.0
206.0,1250.9074665607573,90.57015764537698,0.0
207.0,1240.6304760693547,90.55979765119656,0.0
208.0,1234.547523896011,90.50711194544472,0.0
209.0,1202.426081392706,90.4166840967096,0.0
210.0,1178.7358120338604,90.35361352983976,0.0
211.0,1161.7733921848558,90.32499578334482,0.0
212.0,1149.383613809871,90.37221987058368,0.0
213.0,1146.009624710999,90.40067253712324,0.0
214.0,1163.4465469188374,90.4133091989654,0.0
215.0,1178.6577992528828,90.37431049499668,0.0
216.0,1169.0877192780397,90.4148620973788,0.0
217.0,1166.0343085058173,90.41652218289852,0.0
218.0,1147.359411485722,90.46457554431822,0.0
219.0,1134.515183569786,90.4272741046255,0.0
220.0,1141.60422198967,90.32350860164637,0.0
221.0,1134.2213058760854,90.26983909681464,0.0
222.0,1153.383149856564,90.19255771669503,0.0
223.0,1174.0422075735069,90.14586344036351,0.0
224.0,1165.9108900180788,90.08547024485944,0.0
225.0,1191.0120512235794,90.02728973699207,0.0
226.0,1191.4825513649905,90.0,0.0
227.0,1192.1032774113596,90.0,0.0
228.0,1189.3594891632104,90.0,0.0
229.0,1183.3311046879155,90.0,0.0
230.0,1182.9647661122517,90.0,0.0
231.0,1178.0363001069545,90.0,0.0
232.0,1182.802900038216,90.0,0.0
233.0,1182.684385783577,90.0,0.0
234.0,1196.2802459139266,90.0,0.0
235.0,1211.3215160928617,90.0,0.0
236.0,1210.5031395078836,90.0,0.0
237.0,1242.4011578030404,90.00952925027414,0.0
238.0,1254.3179782063503,90.0062274862761,0.0
239.0,1237.3757465948604,90.00846604630571,0.0
240.0,1216.3606468809312,90.0,0.0
241.0,1214.359882757495,90.09806274236712,0.0
242.0,1214.5109662379143,90.19698466850016,0.0
243.0,1208.270576230847,90.31546112660791,0.0
244.0,1194.4636364550088,90.5065173679518,0.0
245.0,1207.07603235481,90.68042433993158,0.0
246.0,1180.594116731327,90.83414059018016,0.0
247.0,1157.5370990819786,91.01614501517346,0.0
248.0,1166.0910922154835,91.19195077002344,0.0
249.0,1167.705959226373,91.32117646144664,0.0
250.0,1178.2624687236398,91.460643984751,0.0
251.0,1169.606254271282,91.61035670348492,0.0
252.0,1178.6706947199195,91.76051484558076,0.0
253.0,1182.1747353641215,91.93439443579776,0.0
254.0,1177.1755442800538,92.07140573407642,0.0
255.0,1173.549530349969,92.20907448686104,0.0
256.0,1182.1557096995202,92.32811522498018,0.0
257.0,1193.7708333891965,92.38252146353771,0.0
258.0,1197.8771880348463,92.42258532623887,0.0
259.0,1190.3653532274986,92.54718445036818,0.0
260.0,1192.031086762892,92.63856292503706,0.0
261.0,1196.0835226894485,92.72788984028026,0.0
262.0,1216.0526580042942,92.86120975117448,0.0
263.0,1229.2042599036674,92.92217909563712,0.0
264.0,1255.5726699586935,92.90317065983096,0.0
265.0,1277.842534676553,92.8478806015206,0.0
266.0,1256.094155096181,92.7592317572355,8.102019003821565e-06
267.0,1258.4763475031511,92.81365833473468,2.456072885254884e-05
268.0,1278.3018383448723,92.83286181307092,4.6988032997651335e-05
269.0,1253.828459659224,92.97304359218842,7.44542072147564e-05
270.0,1302.1895670920333,93.03862697741724,0.0001064008909267
271.0,1312.2245976633872,93.1081358394265,0.0001424410800845
272.0,1409.2405472842877,93.1045366068455,0.0001822846595815
273.0,1395.4713140551476,93.0879650805014,0.0002257029506436
274.0,1358.7094511735309,93.11937470341164,0.0002725092651531
275.0,1374.8276761139623,93.0799932871673,0.0003225471861382
276.0,1405.193404454114,93.14845910956996,0.0003756830090687
277.0,1418.774650039649,93.01645893950774,0.0004318006096715
278.0,1401.4625673348785,93.06265349026113,0.0004907978156754
279.0,1359.1917394068255,93.0205892976995,0.0005525837566968
280.0,1280.64386126737,92.93876461478054,0.0006170768757128
281.0,1246.269900989493,92.89265198904982,0.0006842034028015
282.0,1239.4541883833715,92.92514230657451,0.0007538961608657
283.0,1237.5407532023812,93.07222382208624,0.0008260936154404
284.0,1260.2857287125446,93.0497153510268,0.0009007391076451
285.0,1220.7236363333366,93.14608855064353,0.0009777802270219
286.0,1181.5404593723354,93.22001961533518,0.0010571682929085
287.0,1177.3815920613945,93.39598939064348,0.001138857921204
288.0,1136.2913705540816,93.47835030601476,0.001222806659166
289.0,1104.559421945764,93.54710853082298,0.001308974675017
290.0,1067.5675561171076,93.6085274262573,0.0013973244921618
291.0,1020.5520839162688,93.65186193898784,0.0014878207600528
292.0,1027.307663068626,93.72972110703626,0.0015804300554149
293.0,1044.423171498274,93.94973665421094,0.0016751207088199
294.0,993.6909790165474,93.98792731446936,0.0017718626525755
295.0,937.628418117883,94.22954548883514,0.0018706272866569
296.0,926.8490501161234,94.46493371931965,0.0019713873600039
297.0,868.8210700209564,94.62177611380856,0.0020741168649783
298.0,854.9321848260654,94.83352309568738,0.002178790943153
299.0,855.6116479739446,95.04306445216172,0.0022853858009056
300.0,808.2889201095342,95.21333031363535,0.0023938786335357
301.0,818.7599583720635,95.31598097439615,0.0025042475568231
302.0,800.0,95.38719800675044,0.0026164715451099
303.0,800.0,95.49797672596696,0.0027305303751231
304.0,816.7584200220163,95.44395123076356,0.0028464045748666
305.0,876.9277546231039,95.39665461541504,0.002964075377007
306.0,882.1323600542989,95.40158751575584,0.0030835246762538
307.0,879.9273451070051,95.3630022818344,0.0032047349903018
308.0,903.3730550430996,95.3292884679544,0.0033276894239606
309.0,915.7792181184388,95.466295486038,0.003452371636141
310.0,928.6202994475508,95.51533967516808,0.003578765809412
311.0,1004.6031502660228,95.5421889641248,0.0037068566218744
312.0,982.1802384637352,95.661601157019,0.0038366292211273
313.0,927.2386990552408,95.75677937621704,0.0039680692001317
314.0,929.6318764309528,95.80628810270184,0.0041011625747951
315.0,891.4669303764758,96.04745634426612,0.0042358957631209
316.0,922.2714936282456,96.11200271025906,0.004372255565786
317.0,961.91583468435,96.2622034852948,0.0045102291480203
318.0,992.4012179547168,96.30619752006884,0.0046498040226789
319.0,998.979305882434,96.31165044088604,0.0047909680344067
320.0,961.4480803757696,96.43668376314336,0.0049337093448059
321.0,985.1113860419966,96.50941497787272,0.005078016418526
322.0,960.0349014572668,96.54580817136384,0.0052238780102024
323.0,970.4480556816372,96.62462475397597,0.0053712831521795
324.0,976.992445078913,96.70342852982948,0.0055202211429569
325.0,1014.9248468975338,96.83677926895952,0.0056706815363046
326.0,1010.250372990031,96.94114446288272,0.0058226541309991
327.0,1022.1545359262584,96.96402095652547,0.0059761289611342
328.0,1032.235359432171,97.13046548952926,0.0061310962869656
329.0,1040.6734496957374,97.23707153624945,0.0062875465862525
330.0,1051.6474937727487,97.3234989885067,0.0064454705460612
331.0,1023.4625583406096,97.49817176945344,0.0066048590549997
332.0,1070.8699635276253,97.52507910102436,0.0067657031958541
333.0,1084.911852011251,97.61440038572452,0.0069279942386007
334.0,1119.8176008111582,97.55922963415875,0.0070917236337684
