Time,Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
0.0,800.0,25.0,30.0,12.0,90.0,90.0,0
1.0,800.0,25.003706598918637,30.0,12.0,90.0,90.0,0
2.0,824.0196772906028,25.0,30.0,12.0,90.0,90.02302405911672,0
3.0,851.7782916886734,25.079739886433615,30.0,12.0,90.0,90.06413385473738,0
4.0,897.6112254235169,25.13311871015765,30.083417156404465,12.0,90.09664324730893,90.17730048029418,0
5.0,937.6553257704691,25.15379350025249,30.0,12.006228736779857,90.15119975696824,90.18097825002334,0
6.0,938.0596322551677,25.196483892409294,30.0,12.021514822522422,90.22164448520417,90.14726783677682,0
7.0,929.8206239997413,25.225062751464826,30.0,12.022493916590157,90.30013441097579,90.14659223923884,0
8.0,899.5119272397918,25.195632063228224,30.015411954016525,12.019953899846465,90.3479123911684,90.1233014441187,0
9.0,824.6098281709242,25.266461753958684,30.128623491303593,12.0,90.31843112367888,90.0077761979215,0
10.0,800.0,25.235932252515077,30.111066928116028,12.00488892570319,90.29792552385585,90.0,0
11.0,800.0,25.219310009768346,30.164812103600067,12.078227976068213,90.32000446713138,90.0,0
12.0,800.0,25.121352508364627,30.105677958949308,12.101288904879834,90.33731611065524,90.0,0
13.0,800.0,25.057529654413106,30.01268845152573,12.120734442924402,90.31268085938399,90.0,0
14.0,817.5151168415235,25.09328210939834,30.01229238995141,12.168129223945254,90.30420996581218,90.0,0
15.0,800.0,25.140980566522945,30.011416083549108,12.184447885231581,90.25606097982576,90.0,0
16.0,800.0,25.137145950662738,30.0236879802355,12.193715312103379,90.26690998892897,90.0,0
17.0,800.0,25.195712869588874,30.024048871076634,12.17538569532172,90.26849058728423,90.0,0
18.0,816.2730745073761,25.2505381028336,30.0,12.159588129382694,90.25155762185466,90.0,0
19.0,859.2781000941478,25.228203067147717,30.021009065177225,12.153734349221228,90.30522979939518,90.0,0
20.0,859.9119203767765,25.188102093291477,30.050572168907944,12.175214425792122,90.32621590038073,90.0,0
21.0,858.3120737825167,25.21243023759253,30.033373936747694,12.127682755816931,90.28295132652435,90.0,0
22.0,859.0264439030027,25.20512268944069,30.044074369336652,12.150785633149125,90.28516378245804,90.0,0
23.0,832.542817788417,25.199594326796085,30.105607774748876,12.166817205222213,90.30630010442276,90.0,0
24.0,800.0,25.2652628417076,30.105854647792704,12.189726695964678,90.33807560699324,90.0,0
25.0,800.0,25.208614207244626,30.012417615577235,12.187816600364695,90.3680656672485,90.0,0
26.0,800.0,25.21219448981267,30.0,12.17896411306798,90.40858575805535,90.10276438993216,0
