Time,Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
0.0,783.1660733118416,2.1164786632496773,10.039099127121894,1.6473385754344785,76.93551144198246,82.34564322171401,0
1.0,770.6939364633295,2.788229259436089,5.906900906150194,2.125274924520996,79.73120665857124,75.68012719388972,0
2.0,1514.517427073298,2.657419996080118,10.06333957268648,1.4843370767179667,76.9465525043913,84.19115598265937,0
3.0,744.3588711342143,3.76490905072144,2.6761137684129657,1.4924406597646986,76.62811032049972,75.54255633795708,0
4.0,634.6297372231883,4.938673477877756,5.562636159377955,0.9757072307135055,76.00174518622819,73.82436084292885,0
5.0,649.2789682475802,4.759957720527566,4.806118915403527,2.4601179990244586,74.96773787882472,78.82989034894096,0
6.0,842.2321988437601,4.725568641249982,7.093898171543313,1.300629211312398,77.50390718619788,70.50121158220487,0
7.0,593.0860539041462,0.23742845922782652,11.583412123340189,1.292568466760707,77.19486426076125,77.68915360615271,0
8.0,587.5310621327675,2.387687662159702,4.4599045241767765,1.7358546064834293,74.87413456143602,78.93819179765367,0
9.0,498.10937728682677,4.627898724177265,7.897139370964451,2.1110130784642416,73.4890231323313,83.48082622317402,0
10.0,550.9886688670144,3.1260809877200724,5.2794454989448365,3.5090673785724156,76.36840122925547,81.74715745677923,0
11.0,1418.5592913083713,3.1659788532010595,7.504670142534713,1.0754659542453902,77.23527443887589,78.52948138875489,0
12.0,1170.4104553848451,4.216245285224137,5.672072050476889,2.7726560768356503,77.2508994731319,88.16680748224692,0
13.0,1210.8907573478182,2.9680029755503035,7.2932087311545875,2.6518985087885265,76.98705362515014,82.86936197881735,0
14.0,679.641548772004,3.1899383938265498,6.412314245470375,0.9309428785680245,76.23929831495447,77.61462290820322,0
15.0,527.7718471917638,1.914458749000843,6.825512637793327,2.4245186636683376,76.92366737870587,73.75160380147017,0
16.0,563.8826248997559,3.943231696332327,3.776918248427384,2.6064933064388454,75.50198856506042,82.54216775374191,0
17.0,1343.2486210747704,3.614022500795985,5.592814758498025,3.175302047643335,76.35283280126905,71.53708624073518,0
18.0,439.1028942060273,3.8106110771136694,5.114614515351911,1.4626416436828478,83.74432501719666,69.08615679652618,0
19.0,892.5891398327947,1.9555285432172775,6.734540078874849,2.088525781960995,73.75040090089418,79.77689519118461,0
20.0,692.2463472336899,2.250999190529646,6.600228852569099,1.4087318655464336,77.21835376697662,80.22784198684258,0
21.0,415.1433072903449,2.215463473924522,3.9261276124446955,5.393111802605532,76.63313791222608,75.56682180051567,0
22.0,720.8030239200175,4.188805242099504,5.2056974672409755,1.4844982919047567,76.1188549965145,76.1528837329568,0
23.0,482.877311743494,3.9733640127389775,4.445198361863763,2.0262946355543234,87.45718423151581,69.00386909567688,0
24.0,467.84699448830145,3.3599980496242736,6.766665095954651,1.5324977039199286,78.36134142782443,86.29839984020988,0
25.0,381.125782276738,2.8310337598142397,8.362934618388437,1.877771332518065,74.71159458364433,77.00545907182558,0
26.0,512.1031845113687,2.007532298749588,1.6568998102383101,2.914507189238279,74.87418439367339,82.44274831926555,0
27.0,666.1274081466402,3.390031878251249,5.413977534310626,0.9651534339361615,75.94141890489554,78.65826836413802,0
28.0,655.9955246995129,2.107950414890209,6.5703354046351174,3.189820670606297,88.07310835911565,72.70102056569307,0
29.0,688.8770885024163,2.806048731694235,7.293985129543959,1.6621689151238297,74.83957321720742,72.62316204637621,0
30.0,1557.0262717718365,4.25655884745384,5.621820265013339,2.415682678563969,74.4192188492764,76.85062732802247,0
31.0,780.9246774261763,2.234840476706794,5.199838214322664,4.720518122306548,76.92010015634025,81.54902361747362,0
32.0,599.0364999729521,6.180746589819452,12.252898233545864,0.3395396412522733,76.69797156571748,76.43120061087778,0
33.0,975.7289529006472,2.626970118189758,7.3449173430652355,2.515936497176586,75.22830508893759,77.3939920744281,0
34.0,879.3842713515804,4.523992564046114,18.537990353061826,2.6544050442644322,84.0791038228197,77.48951362503614,0
35.0,500.7850627994234,2.1853177767365426,6.5844898440932065,1.2885465763226185,76.06854882145318,77.76502393124034,0
36.0,685.7849258262257,3.8244472016217563,7.331920196338404,4.340625546405712,80.01316405817862,71.43357674487721,0
37.0,484.847710451121,2.618002168099588,4.215649029295876,3.504014008219833,75.85767180964002,83.68408120525525,0
38.0,681.911405206149,3.9764656257333475,6.106442291314144,2.8681005933840655,75.69895804526375,75.68937285236575,0
39.0,865.5580039284997,4.445914199534748,5.401858503553652,2.6735229751968457,81.99168686827844,75.37359615318898,0
40.0,848.2860738388198,1.9960145694246503,7.280752567427089,1.8513407357422025,77.2022461188854,79.94344893914821,0
41.0,581.1010423954381,1.8868599162692743,7.2381239223615825,2.411308537485076,75.60412553663734,66.89950545737433,0
42.0,1266.191423548751,3.72495197056654,15.46905165689964,1.8491715852101154,77.57178461850954,81.07882492887815,0
43.0,753.3228843999273,3.4199044115592563,5.932293330412421,3.2211808925481042,84.05277342806158,86.96668757788744,0
44.0,706.8576835881314,3.718768712220446,0.7377458383854919,3.2500483631385184,77.80467960887947,77.60026102940728,0
45.0,970.9178176296559,3.7315470651371117,4.297485924080992,4.264669641393148,78.45962976860869,70.97939069365431,0
46.0,646.2368708678476,4.153299523495963,5.742763930099668,1.5641399285268065,77.21391498086881,84.5165465944364,0
47.0,749.4186412232355,3.1964885546672606,4.5854241085542755,2.0167273711134235,75.63539113723765,80.6182291110975,0
48.0,618.395336320911,2.5664901658360586,9.130955892226332,1.4964116525634525,76.5191782151667,72.18930491647173,0
49.0,769.1476142837937,2.452333415290819,4.949165577405599,0.8805402247943743,76.67887310545754,76.51028232864344,0
50.0,586.4757172108593,5.018407063657905,5.835756711917203,2.0492446767236023,77.44669753257712,80.90563137618994,0
51.0,816.692217539969,3.8262868171901987,7.255080950974705,0.928278247024118,77.29487437602614,82.46647660671967,0
52.0,761.5183162586508,2.728317430375711,6.519040394178983,1.1488634231406674,74.02842135619521,78.07067480208299,0
53.0,1222.084927526171,3.3394726449579246,5.957234836208997,3.140070185491993,77.41860590346344,85.65697779859282,0
54.0,1127.7794808746162,2.9087829905258427,11.830639275494486,1.2887848881681891,75.80985126356518,77.27139619397128,0
55.0,1058.915841092439,4.231954992360285,8.785251007733764,4.575838786546683,85.08886633173412,69.16282139766429,0
56.0,416.295731897233,2.93646039059368,5.147067196159779,1.1587765002022332,76.26359192565056,80.66425588046776,0
57.0,806.0004027732193,4.664266339430595,3.65882672700155,2.93490605508138,77.11707560070978,88.07661100828162,0
58.0,990.55853801305,3.210306147409699,5.931228145282519,2.473695395887487,83.19310251783034,70.4977055156365,0
59.0,979.379596050099,4.271726536722332,2.9820456403095337,1.6096891662132282,77.50114513601102,78.71036359823604,0
60.0,851.0441637670198,2.3955716766867843,5.385440728777755,2.7097791794725015,74.74996979129826,80.19228515900505,0
61.0,847.5107568692606,4.410433152555378,5.082996281558618,2.9681943144812353,75.57794838603101,83.32881718569527,0
