Time,Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
0.0,694.6413227651394,2.7501640325630685,3.508074557475304,3.5557504327873657,84.46890806920679,88.53259477036964,0
1.0,1098.7153668592464,3.259916564519432,5.695461414927921,2.2437189363995333,85.10373039318715,67.12297811402775,0
2.0,960.7955557853122,2.7477322340259556,7.330251716508268,2.406811569564136,75.719955796006,72.63107721050662,0
3.0,781.6343623288165,4.472229885275917,7.149729825560786,3.1872462990804755,75.37735734055912,70.83283920809248,0
4.0,618.067351534447,2.915523150953524,3.3936810797071155,0.21299852601284947,77.67285417382219,80.6616377780832,0
5.0,1013.681779301149,1.9078687040967226,4.820054812259994,1.4977478749811792,74.40312778162814,77.52036698966893,0
6.0,1525.9117088033308,2.2675677569227743,8.520835819864903,2.927429303957389,76.6064193376575,78.29608384384707,0
7.0,1065.604206502408,1.9452947827099216,6.954565075919729,3.1847313919900135,75.73196815880316,78.66562210985474,0
8.0,502.3890824416674,4.006400717596135,5.892698357358269,1.9258100821078397,73.56875370604388,77.45680434218225,0
9.0,1060.4563669425959,2.6164754118127966,7.513947080436408,0.11399539180669353,74.77074324632204,87.54461721728629,0
10.0,822.3243206920489,2.2544599354090074,6.649723535656873,1.4184285783270776,77.96516299865071,79.14793469271662,0
11.0,539.563645032771,2.705915557741098,6.582356531890215,3.2713669508796404,76.54651167273396,82.00212461701533,0
12.0,385.70248932736143,3.797761108083935,4.39466666797579,2.3531845026859872,75.9494931644281,74.10532613298628,0
13.0,723.3119738283506,2.811067081916078,6.769343328738583,2.073712162459061,75.87298121732081,81.54039852335352,0
14.0,367.9541496938175,3.2248497311773288,4.470410120170528,3.7967475858066986,75.25986481075773,74.91773815209652,0
15.0,525.5662412536985,3.9374338553987185,11.903656958571,1.716605601937727,76.85809680896602,80.09943872563169,0
16.0,1254.6274779881512,1.796304400936707,5.724044786667773,1.8624200635891555,80.8895191393561,78.96809324295454,0
17.0,634.2050840740866,3.9573480037263593,8.269380432732323,1.1814174912337323,76.38769194082909,75.23912249107626,0
18.0,1075.1885950619308,4.4559921317084985,9.059315793683883,3.1282795252796656,81.31156919999398,75.14694657688625,0
19.0,560.2160459489966,2.3672622107934567,6.0208202750943505,2.3733786724284123,75.53416093923998,83.89550195972733,0
20.0,977.644334275679,4.708225496229808,5.230445727945214,1.4952104326066287,83.02032217680366,71.26939194116848,0
21.0,933.1386155510213,2.6518157595924614,3.2447277825701923,2.4005074715596777,84.96920787003987,85.25135377863128,0
22.0,632.3720886851079,3.4889856929009007,18.003330383462792,2.9749344973061533,74.67918241943018,83.97129291331177,0
23.0,575.818701476707,3.9307661857192793,7.224481891603802,1.9563190378946642,75.15931423061978,70.29648574411986,0
24.0,778.648422079437,3.516997910161029,6.950721182270963,2.326607934203744,77.30234662822892,76.51811105738301,0
25.0,499.4840213436947,2.36029719951701,2.1764850362697543,3.0106763416756923,76.73350757424797,73.96552920542494,0
26.0,676.4430020640881,2.7839814637106306,1.9084570449551255,5.490180809345372,74.80628017019856,79.42232012510817,0
27.0,733.4082203825689,4.9298495852291175,8.352585564907665,2.2735914632976457,77.65940297340607,91.55452746781559,0
28.0,662.5927560733481,3.0584486688399517,4.619209348665896,3.435791534390688,75.5015700838848,77.83669945161503,0
29.0,865.2650999192746,3.648649488870072,5.906368394176014,2.514848948006622,74.87173601522318,68.45787796533526,0
30.0,512.8427498875913,3.7327531591458993,6.134037304650509,4.7334571712904205,75.79935608478816,90.43066784458266,0
31.0,1046.7274066939704,1.9616194033349357,5.505123028745657,1.2802692931985653,77.17617249930512,73.72799387676275,0
32.0,1564.1216399725736,2.143698385470191,4.779842113597411,3.898732130762389,82.79918940391018,78.42214435225989,0
33.0,842.4353168442066,5.286646691469034,2.9397420528288585,1.4641022709300011,77.06314181802361,81.16448728021427,0
34.0,666.7490163625184,3.310749608479187,12.583558569829691,2.904108065716262,75.52958984443792,89.93288965238474,0
35.0,685.9409953076098,2.092610994596995,3.4186156354313093,1.8351191387123755,75.69027397596109,73.91164448060397,0
36.0,551.093232400799,2.9615894699870844,6.972060447300702,3.742921754594138,76.75409119858001,78.83152041180054,0
37.0,615.5402685395783,3.3065753394973867,8.737091297911217,2.3581886843904174,76.5210185725163,72.09978568160514,0
38.0,872.0969274037167,4.828119823541526,4.550497974711623,1.5442538562998744,81.57510305894648,87.03481983770743,0
39.0,433.2620407648075,3.8816523647003645,9.100814629987251,2.6195669398778696,77.61085241715686,80.46210094378085,0
40.0,537.9969310952283,4.368009579374118,5.257454292413132,3.498371917503289,77.54856423882553,84.46234182320728,0
41.0,1190.1535496935837,4.684068556606719,5.02991057357725,1.3921693146503642,75.56729170369836,74.65033812205111,0
42.0,1321.9229674645665,2.544466285034584,6.818154359530358,5.832752864190262,77.64240616700314,90.62212405727962,0
43.0,1166.881658485589,3.92038255886641,5.995555447716552,2.5201408583298255,77.8365288080352,82.9733665032398,0
44.0,1019.7876661652542,2.3120664591233258,5.991449943908789,2.5648522565499965,76.43603585588545,76.45268309914908,0
45.0,387.16879136857546,5.719358485092515,18.425290677242483,1.4982316038266683,75.32792169974482,87.45290377251665,0
46.0,1451.5191757465589,3.827958507966801,7.448450409141163,2.4878357367771042,76.87098228405515,90.8560318662072,0
47.0,500.7828233534262,6.019975462458022,5.165851384353354,1.3879610583677469,77.44685621042896,80.75288851916203,0
48.0,345.4745131291314,3.47854897011969,5.591832627767846,1.4700236431761817,78.5460879895454,74.04377783388607,0
49.0,707.2969969958177,3.45651035976522,7.465897425384639,1.429631564488219,76.40789067691426,83.27796713225553,0
50.0,475.8659337968992,3.974328994749816,4.4865998513373695,3.0819136460139047,76.77258422047896,84.20051617505732,0
51.0,572.8824728852936,2.9467248394760657,3.86205509578157,2.9028100060249327,87.33109291616148,80.8588453403665,0
52.0,641.2319078313122,2.6435529854011284,8.448360450048428,2.9268602879431627,83.79020492189969,68.85556628197514,0
